tract,amenity
42101000101,0.0080990347253536
42101000102,0.00878515564085805
42101000200,0.00841022472121176
42101000300,0.0105164158077123
42101000401,0.00845007610497653
42101000403,0.00697886617224306
42101000404,0.0086721342473045
42101000500,0.00858514095620229
42101000600,0.00823362667248852
42101000701,0.00828830940170564
42101000702,0.006591109410283
42101000801,0.00653056442394796
42101000803,0.00860930290522424
42101000805,0.00760900833086736
42101000806,0.0085617378070981
42101000901,0.00782400335134451
42101000902,0.00759882378904176
42101001001,0.00828019983767191
42101001002,0.00922311035014786
42101001101,0.00887852507283902
42101001102,0.0086561563123172
42101001201,0.00890426241654907
42101001203,0.0070907625070569
42101001204,0.00886911559027526
42101001301,0.00676439399704177
42101001302,0.00988794069894413
42101001400,0.00943511763962185
42101001500,0.00831817730127812
42101001600,0.00798122572969683
42101001700,0.00780594913415385
42101001800,0.00853726182972423
42101001900,0.00956033376901086
42101002000,0.00760794769835776
42101002100,0.0077962368847914
42101002200,0.00785037221428502
42101002300,0.00784638663956477
42101002400,0.0100447411410327
42101002500,0.00846600579307675
42101002701,0.00770604266979344
42101002702,0.0086649515535047
42101002801,0.00796418281988618
42101002802,0.00929588518380091
42101002900,0.00947989682914869
42101003001,0.00828962090512222
42101003002,0.0082214106188428
42101003100,0.00926256122897342
42101003200,0.008821803014428
42101003300,0.00942092038584968
42101003600,0.00870453410497771
42101003701,0.00905039367206249
42101003702,0.00783287719638719
42101003800,0.0082922308182122
42101003901,0.00957531753793647
42101003902,0.00921846112448581
42101004001,0.00888308956051715
42101004002,0.00911705023396367
42101004101,0.00861078721055225
42101004103,0.00684552612473036
42101004104,0.00692700215446349
42101004201,0.00887116691409073
42101004202,0.00866216018760635
42101005400,0.00382245779480038
42101005500,0.00711419158228846
42101005600,0.00414189849050778
42101006000,0.00748202277941356
42101006100,0.006296286281805
42101006200,0.00678366492723129
42101006300,0.00612364447942795
42101006400,0.0065317816694399
42101006500,0.00697679612277817
42101006600,0.00613695416968404
42101006700,0.0080548852853999
42101007000,0.00677643969054523
42101007101,0.00610296030643769
42101007102,0.0072979340386636
42101007200,0.00742180609212574
42101007300,0.0070897144793414
42101007400,0.00753809367788934
42101007700,0.00625514118107328
42101007800,0.00853742442645806
42101007900,0.00853056511105618
42101008000,0.00780077537002988
42101008101,0.00629440368861509
42101008102,0.00747787794229945
42101008200,0.00772646823227278
42101008301,0.00668062479333588
42101008302,0.00729580485822538
42101008400,0.00766413962890664
42101008500,0.00879494282157231
42101008601,0.00711247445449595
42101008602,0.00743372829834021
42101008701,0.00811434627580991
42101008702,0.0076376409638184
42101008801,0.00477779075260027
42101008802,0.00672068266377052
42101009000,0.00710981267799691
42101009100,0.00767055805193745
42101009200,0.00788172398147048
42101009300,0.0073717782818269
42101009400,0.00687545492811304
42101009500,0.00713000718738073
42101009600,0.00682779507892224
42101009801,0.00581777632655926
42101009802,0.00758762843210286
42101010000,0.0074680186334159
42101010100,0.00778217348253539
42101010200,0.00650330849606509
42101010300,0.00620509586580177
42101010400,0.00725202612550409
42101010500,0.00718657162134759
42101010600,0.0059590918024103
42101010700,0.00745754051624256
42101010800,0.00776525231655601
42101010900,0.00678846036132926
42101011000,0.00745095400982175
42101011100,0.00773070884658106
42101011200,0.00813598380914028
42101011300,0.00652882066100657
42101011400,0.00814697820066195
42101011500,0.00721969446604066
42101011700,0.00463243604975248
42101011800,0.00797527427539695
42101011900,0.00768436162986561
42101012000,0.00570480097746773
42101012100,0.0067114690382857
42101012201,0.00645276238005562
42101012203,0.00475358164283561
42101012204,0.00751386605345036
42101012501,0.00821940709635044
42101012502,0.00928713741444966
42101013100,0.00680574124775194
42101013200,0.0085857458421344
42101013300,0.00968485613861337
42101013401,0.00774545722732879
42101013402,0.00873559606926214
42101013500,0.00931776216142699
42101013601,0.00823317471541206
42101013602,0.00868385271248969
42101013701,0.00735930177333281
42101013702,0.00910668175283676
42101013800,0.00765774550625348
42101013900,0.00790088012964304
42101014000,0.00928533567286527
42101014100,0.00807017564700937
42101014201,0.00867147245676047
42101014202,0.00805471797020927
42101014300,0.0076000033781277
42101014400,0.0104823196945782
42101014500,0.00721312771268577
42101014600,0.00745277052366272
42101014700,0.00717443169091584
42101014800,0.00599379185991012
42101014900,0.0084455314154762
42101015101,0.00676881650136025
42101015102,0.00814272623034296
42101015200,0.00899121330476272
42101015300,0.00783337719172916
42101015600,0.00734608572930255
42101015700,0.00888008043380891
42101015800,0.0109309458532741
42101016001,0.00822562259168953
42101016002,0.00928596517481975
42101016100,0.0105639032669484
42101016200,0.00691866140894453
42101016300,0.00773750178023119
42101016400,0.00805543074848252
42101016500,0.00658076238356037
42101016600,0.00662683108250092
42101016701,0.00717923440736113
42101016702,0.00784335407121526
42101016800,0.00839569440577223
42101016901,0.0077722511409793
42101016902,0.00883366425804543
42101017000,0.00790016823055316
42101017100,0.00853090244461287
42101017201,0.00765545350368999
42101017202,0.00797608794149856
42101017300,0.00761577410378254
42101017400,0.00721091424730267
42101017500,0.00867893801273366
42101017601,0.00801617219466991
42101017602,0.00727302214430158
42101017701,0.00681611323385229
42101017702,0.00747631153371709
42101017800,0.00893588429013865
42101017900,0.00921949494613544
42101018001,0.00726301945805645
42101018002,0.0091600852085415
42101018300,0.0078159367219899
42101018400,0.00618663313049337
42101018801,0.00741409471039593
42101018802,0.00698532975617542
42101019000,0.00899854861487865
42101019100,0.00949177237768054
42101019200,0.00867451192140396
42101019501,0.0078319112255039
42101019502,0.00685761832605783
42101019700,0.0086090172549489
42101019800,0.00840567020285383
42101019900,0.00765600382142875
42101020000,0.00672132937059919
42101020101,0.00806757184962148
42101020102,0.00791092605431021
42101020200,0.00823588239270309
42101020300,0.00711992662388835
42101020400,0.00711511111874641
42101020500,0.0068806243003162
42101020600,0.00650291712101405
42101020701,0.00842665537053629
42101020702,0.00642022064759215
42101020800,0.00619777100361714
42101020900,0.00715892047148124
42101021000,0.00824543815721235
42101021100,0.0067545531057638
42101021200,0.00645388864385993
42101021300,0.00688125554228222
42101021400,0.00729286965185166
42101021500,0.00700587788644
42101021600,0.00582437890318529
42101021700,0.00792946551931234
42101021800,0.00677618257062657
42101021900,0.00484420750831009
42101022000,0.00450646137714514
42101023100,0.00454962913595026
42101023500,0.00495020612268935
42101023600,0.00659647039889306
42101023700,0.00751481740373392
42101023800,0.00775812860556397
42101023900,0.00537470516783128
42101024000,0.00770816294449963
42101024100,0.00537396087653999
42101024200,0.00784927962427166
42101024300,0.0077831203771542
42101024400,0.00699942459650335
42101024500,0.00746808578065128
42101024600,0.0065442532320149
42101024700,0.00727299901651108
42101024800,0.00571340658903711
42101024900,0.00642855389459892
42101025200,0.00847087342990515
42101025300,0.00699802194778551
42101025400,0.00644770641727727
42101025500,0.0060842790318102
42101025600,0.00584579530141442
42101025700,0.0060553258329193
42101025800,0.00454102841990303
42101025900,0.00637215344883253
42101026000,0.00539886383956926
42101026100,0.00603465838007133
42101026200,0.00636704241342552
42101026301,0.00597711532244709
42101026302,0.00695267224429557
42101026400,0.00711402248776977
42101026500,0.0069339461378831
42101026600,0.00762245734717407
42101026700,0.00790423229726356
42101026800,0.00703136330476149
42101026900,0.00553610591965508
42101027000,0.00581653966802359
42101027100,0.00575425283582569
42101027200,0.0071527831569056
42101027300,0.00821256610678413
42101027401,0.00651528152263211
42101027402,0.00776139732056103
42101027500,0.00741826423048716
42101027600,0.0070006519241507
42101027700,0.00713913093584831
42101027800,0.00795019402392365
42101027901,0.00665335830234468
42101027902,0.00620397294784822
42101028000,0.00770798325259272
42101028100,0.00730865805547972
42101028200,0.00858104660894005
42101028300,0.00859349029127994
42101028400,0.00712142446853899
42101028500,0.00561330585071163
42101028600,0.00830318647513611
42101028700,0.00588256426474417
42101028800,0.00697058846560148
42101028901,0.00714355143923914
42101028902,0.00739828283765319
42101029000,0.00781040404239675
42101029100,0.00687900995699384
42101029200,0.00738506234407223
42101029300,0.00662585994073528
42101029400,0.00623381546434941
42101029800,0.00732002491699838
42101029900,0.00686081329060194
42101030000,0.00837983503930365
42101030100,0.0077759771872688
42101030200,0.00831947918858511
42101030501,0.00714848925702256
42101030502,0.0074178905962225
42101030600,0.00764510983770527
42101030700,0.00615478023673087
42101030800,0.00639264488626958
42101030900,0.00648703595855931
42101031000,0.00711042226630305
42101031101,0.00631521678325833
42101031102,0.00681298301053347
42101031200,0.00669178520187714
42101031300,0.00687149609005532
42101031401,0.00671593537366028
42101031402,0.00593305901169476
42101031501,0.00656802758556569
42101031502,0.00585201380436751
42101031600,0.00691100504005294
42101031700,0.00714323255690132
42101031800,0.00643280461523705
42101031900,0.00651712946512558
42101032000,0.00746548140114602
42101032100,0.00625348923929753
42101032300,0.00610615411284913
42101032500,0.00683020012767831
42101032600,0.00755055986780485
42101032900,0.00589209602587401
42101033000,0.0070477284677301
42101033101,0.00619609319463652
42101033102,0.00579701476157463
42101033200,0.00501718007945475
42101033300,0.00586267924565688
42101033400,0.00650222545433929
42101033500,0.00620972989546325
42101033600,0.00683608296961512
42101033701,0.00582912930240726
42101033702,0.00583017016281022
42101033800,0.00678069992171656
42101033900,0.00599253831530556
42101034000,0.005343772683841
42101034100,0.00658844699642153
42101034200,0.00507293085327107
42101034400,0.00638001964914054
42101034501,0.00478359641303452
42101034502,0.00555529974459826
42101034600,0.00480845244784497
42101034701,0.00612934504670809
42101034702,0.00557253778320239
42101034801,0.00555158114471313
42101034802,0.00554522404346496
42101034803,0.0051372017714018
42101034900,0.00582258804370432
42101035100,0.00481864139650458
42101035200,0.00519862704413774
42101035301,0.00546543041761105
42101035302,0.00494545930743406
42101035500,0.00610171395057836
42101035601,0.00531313899242966
42101035602,0.00485444484378587
42101035701,0.00458536410003927
42101035702,0.00432219912240582
42101035800,0.00473612480674567
42101035900,0.00473836485115596
42101036000,0.00414662056380565
42101036100,0.00415835909663835
42101036201,0.0045751859842552
42101036202,0.00482285950780933
42101036203,0.00469228986774406
42101036301,0.00416293467866503
42101036302,0.00390419225634882
42101036303,0.00471367092821775
42101036400,0.00274267717633179
42101036501,0.00439717377501788
42101036502,0.00396041724325803
42101036600,0.00707340222206195
42101036700,0.0100596177899431
42101036901,0.00356108764142179
42101036902,0.00689032874479945
42101037200,0.00797010751146207
42101037300,0.0083792637550165
42101037500,0.00638669646425027
42101037600,0.0093124807140711
42101037700,0.00875345526214349
42101037800,0.00727107757917236
42101037900,0.00917198103582966
42101038000,0.00637441377030986
42101038100,0.00397009801994591
42101038200,0.00737032111040095
42101038301,0.0068374529797825
42101038400,0.00527491513490397
42101038500,0.0047036336377011
42101038600,0.00469994392132974
42101038700,0.00471515430827408
42101038800,0.00694668125455517
42101038900,0.00637126315372062
42101039001,0.00656168491484693
42101039002,0.00718516819426873
42101039100,0.00594367151374191
42101980001,0.00309060694461723
42101980002,0.00272436487715365
42101980003,0.0036667453816664
42101980100,0.00294791826043548
42101980200,0.00212639924502701
42101980300,0.00181225886718721
42101980400,0.00245133323651994
42101980500,
42101980600,0.0026561221267726
42101980701,0.00277854977174297
42101980702,0.00285535390725998
42101980800,
42101980901,0.00306849130572907
42101980902,0.0024891569328062
42101980903,0.00238176890658242
42101980904,0.00225586063674654
42101980905,0.00204516496452688
42101980906,0.00245315698882452
42101989100,0.00382868873193684
42101989200,0.00241876907394908
42101989300,0.00326755527624583
